base_file,metier_base,client_siren,client_ape_used,client_ape_source,article_source,article_canonique,tva_rate,expected_compte_comptable,predicted_compte_comptable,account_match,expected_metier,predicted_metier,metier_match,predicted_categorie,predicted_sous_categorie,predicted_score_confiance,score_gap_top2,recommendation_source,recommendation_decision,recommendation_alerts,top3_accounts,top3_metiers,top3_articles,top1_match_reason
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,CANADIENNE D'OEUFS X180,oeufs,5.5,601,601,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,46.0,product_metier_recommendation_auto,auto_ok,,601 (100.0) | 6011 () | 6061 (),boulangerie (100.0) | boulangerie () | boulangerie (),CANADIENNE D'OEUFS X180 (100.0) | OEUFS X30 () | OEUFS MOYENS BLANCS 10*30 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,OEUFS DE POULE BRUN - MOYEN,oeufs,5.5,60225,60225,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,27.09,product_metier_recommendation_auto,auto_ok,,60225 (100.0) | 6061 () | 6061 (),boulangerie (100.0) | boulangerie () | boulangerie (),OEUFS DE POULE BRUN - MOYEN (100.0) | OEUFS FILM BLANC MOYEN FR X360 () | OEUFS FILM TEINTE MOYEN FR X300 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,OEUFS FILM BLANC MOYEN FR X360,oeufs,5.5,6061,6061,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6061 (100.0) | 6061 () | 60225 (),boulangerie (100.0) | boulangerie () | boulangerie (),OEUFS FILM BLANC MOYEN FR X360 (100.0) | OEUFS FILM TEINTE MOYEN FR X300 () | OEUFS DE POULE BRUN - MOYEN (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,OEUFS FILM TEINTE MOYEN FR X300,oeufs,5.5,6061,6061,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6061 (100.0) | 6061 () | 60225 (),boulangerie (100.0) | boulangerie () | boulangerie (),OEUFS FILM TEINTE MOYEN FR X300 (100.0) | OEUFS FILM BLANC MOYEN FR X360 () | OEUFS DE POULE BRUN - MOYEN (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,OEUFS MOYENS BLANCS 10*30,oeufs,5.5,6061,6061,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,57.27,product_metier_recommendation_auto,auto_ok,,6061 (100.0) | 6061 () | 6061 (),boulangerie (100.0) | boulangerie () | boulangerie (),OEUFS MOYENS BLANCS 10*30 (100.0) | OEUFS FILM BLANC MOYEN FR X360 () | OEUFS FILM TEINTE MOYEN FR X300 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,OEUFS X30,oeufs,5.5,6011,6011,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,24.14,product_metier_recommendation_auto,auto_ok,,6011 (100.0) | 6061 () | 601 (),boulangerie (100.0) | boulangerie () | boulangerie (),OEUFS X30 (100.0) | OEUFS MOYENS BLANCS 10*30 () | CANADIENNE D'OEUFS X180 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,PATE A TARTINER CREME NOISETTE NELLA 700GR X 6,pate a tartiner,5.5,6061,6061,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,92.0,product_metier_recommendation_auto,auto_ok,,6061 (100.0) | 6061 () | 601 (),boulangerie (100.0) | boulangerie () | boulangerie (),PATE A TARTINER CREME NOISETTE NELLA 700GR X 6 (100.0) | SAF LEVURE *72 () | CANADIENNE D'OEUFS X180 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,item_ape_context,SAF LEVURE *72,levure,5.5,6061,6061,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,18.11,product_metier_recommendation_auto,auto_ok,,6061 (100.0) | 60610000 () | 606100 (),boulangerie (100.0) | boulangerie () | boulangerie (),SAF LEVURE *72 (100.0) | Levure Saf 125g () | SUCRE JAUNE (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,SEL,sel,5.5,6068,6068,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6062 () | 60610000 (),boulangerie (100.0) | boulangerie () | boulangerie (),SEL (100.0) | SEL FIN BTE VERSEUSE 750GR X10 () | Sel fin WALIMA 500g (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,SEL FIN BTE VERSEUSE 750GR X10,sel,5.5,6062,6062,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,45.61,product_metier_recommendation_auto,auto_ok,,6062 (100.0) | 60610000 () | 6061 (),boulangerie (100.0) | boulangerie () | boulangerie (),SEL FIN BTE VERSEUSE 750GR X10 (100.0) | Sel fin WALIMA 500g () | LAIT FERMENTE CHERGUI 10 X 1L (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,Sel fin WALIMA 500g,sel,5.5,60610000,60610000,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,42.61,product_metier_recommendation_auto,auto_ok,,60610000 (100.0) | 6062 () | 60610000 (),boulangerie (100.0) | boulangerie () | boulangerie (),Sel fin WALIMA 500g (100.0) | SEL FIN BTE VERSEUSE 750GR X10 () | Farine Pois Chiches 500g (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,Semoule d'orge Fine Trad 1kg,semoule orge,0.0,60610000,60610000,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,60610000 (100.0) | 60610000 () | 60610000 (),boulangerie (100.0) | boulangerie () | boulangerie (),Semoule d'orge Fine Trad 1kg (100.0) | Semoule d'orge Grosse Trad 1kg () | Semoule de blé fine 1kg (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,Semoule d'orge Grosse Trad 1kg,semoule orge,0.0,60610000,60610000,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,60610000 (100.0) | 60610000 () | 60610000 (),boulangerie (100.0) | boulangerie () | boulangerie (),Semoule d'orge Grosse Trad 1kg (100.0) | Semoule d'orge Fine Trad 1kg () | Semoule de blé fine 1kg (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,Semoule de blé fine 1kg,semoule ble,0.0,60610000,60610000,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,60610000 (100.0) | 60610000 () | 60610000 (),boulangerie (100.0) | boulangerie () | boulangerie (),Semoule de blé fine 1kg (100.0) | Semoule d'orge Fine Trad 1kg () | Semoule d'orge Grosse Trad 1kg (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boulangerie_v1.json,boulangerie,519665103,1071C,metier_default,SUCRE JAUNE,sucre,5.5,606100,606100,yes,boulangerie,boulangerie,yes,exploitation_metier,matiere_premiere,100.0,72.0,product_metier_recommendation_auto,auto_ok,,606100 (100.0) | 6061 () | 6062 (),boulangerie (100.0) | boulangerie () | boulangerie (),SUCRE JAUNE (100.0) | SAF LEVURE *72 () | HUILE TOURNESOL 1L x15 MAUREL (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_boucherie_v1.json,boucherie,519665103,4722Z,item_ape_context,BASSE COTE BOEUF,boeuf,5.5,6011,6011,yes,boucherie,boucherie,yes,exploitation_metier,matiere_premiere,100.0,87.5,product_metier_recommendation_auto,auto_ok,,6011 (100.0) | 60610000 () | 6061 (),boucherie (100.0) | boulangerie () | boulangerie (),BASSE COTE BOEUF (100.0) | Semoule d'orge Fine Trad 1kg () | OEUFS MOYENS BLANCS 10*30 (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_boucherie_v1.json,boucherie,519665103,4722Z,metier_default,FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME,consommable emballage,20.0,606200,606200,yes,boucherie,boucherie,yes,exploitation_metier,emballage,100.0,0.0,product_metier_recommendation_auto,auto_ok,,606200 (100.0) | 606200 () | 6011 (),boucherie (100.0) | restaurant () | boucherie (),FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME (100.0) | FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME () | BASSE COTE BOEUF (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_restaurant_v1.json,restaurant,519665103,5610A,metier_default,FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME,emballage a emporter,20.0,606200,606200,yes,restaurant,restaurant,yes,exploitation_metier,emballage,100.0,0.0,product_metier_recommendation_auto,auto_ok,,606200 (100.0) | 606200 () | 6010 (),restaurant (100.0) | boucherie () | restaurant (),FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME (100.0) | FILM ALIMENTAIRE 45CM X 300M EN BOITE DISTRIBUTRICE AVEC LAME () | HUILE TOURNESOL 1L x15 MAUREL (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus meme invoice_form source, bonus metier prefere"
base_produits_restaurant_v1.json,restaurant,519665103,5610A,item_ape_context,HUILE TOURNESOL 1L x15 MAUREL,huile alimentaire,5.5,6010,6010,yes,restaurant,restaurant,yes,exploitation_metier,matiere_premiere,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6010 (100.0) | 6062 () | 6061 (),restaurant (100.0) | boulangerie () | boulangerie (),HUILE TOURNESOL 1L x15 MAUREL (100.0) | HUILE TOURNESOL 1L x15 MAUREL () | HUILE TOURNESOL 25L MAUREL BIDON (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,1PX COLLE POUDRE INT MAX30X30CM GRIS25KG,1px colle poudre int max30x30cm gris25kg,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),1PX COLLE POUDRE INT MAX30X30CM GRIS25KG (100.0) | 1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG () | 5 SACS A GRAVATS 56X96CM TISSE 60L BLC (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG,1px ragreage poudre 3a10mm int ext,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,0.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG (100.0) | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG () | 5 SACS A GRAVATS 56X96CM TISSE 60L BLC (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,5 SACS A GRAVATS 56X96CM TISSE 60L BLC,sacs a gravats 56x96cm tisse 60l,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,emballage,100.0,90.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),5 SACS A GRAVATS 56X96CM TISSE 60L BLC (100.0) | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG () | 1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,JOINT AXTON EASY CHOCOLAT 2KG,joint axton easy chocolat 2kg,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,60.06,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),JOINT AXTON EASY CHOCOLAT 2KG (100.0) | PRIMAIRE AXTON INTERIEUR SEC EN 2-4H 4L () | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,KIT POSE CARRELAGE,kit pose carrelage,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,69.47,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),KIT POSE CARRELAGE (100.0) | JOINT AXTON EASY CHOCOLAT 2KG () | KIT100AUTONIVELANT CROIS+CALE 1.5MM DXTR (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,KIT100AUTONIVELANT CROIS+CALE 1.5MM DXTR,kit100autonivelant crois cale 5mm dxtr,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,matiere_premiere,100.0,90.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),KIT100AUTONIVELANT CROIS+CALE 1.5MM DXTR (100.0) | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG () | 1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,MALAXEUR PEINTDEXTER 500X90 EX8 PERCEUSE,malaxeur peintdexter 500x90 ex8 perceuse,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,90.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),MALAXEUR PEINTDEXTER 500X90 EX8 PERCEUSE (100.0) | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG () | 1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,PRIMAIRE AXTON INTERIEUR SEC EN 2-4H 4L,primaire axton interieur sec en 4h,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,consommable_chantier,100.0,70.59,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),PRIMAIRE AXTON INTERIEUR SEC EN 2-4H 4L (100.0) | JOINT AXTON EASY CHOCOLAT 2KG () | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_btp_v1.json,btp,519665103,4120A,item_ape_context,ROUL ACIER MUR&PLAF LISSE DEXTER180MM,roul acier mur plaf lisse dexter180mm,20.0,6068,6068,yes,btp,btp,yes,exploitation_metier,matiere_premiere,100.0,90.0,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6068 (),btp (100.0) | btp () | btp (),ROUL ACIER MUR&PLAF LISSE DEXTER180MM (100.0) | 1PX COLLE POUDRE INT MAX30X30CM GRIS25KG () | 1PX RAGREAGE POUDRE 3A10MM INT/EXT 25KG (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
base_produits_transport_v1.json,transport,519665103,4941A,item_ape_context,Entree CTTE (Camionnette),entree ctte camionnette,20.0,6068,6068,yes,transport,transport,yes,exploitation_metier,matiere_premiere,100.0,91.59,product_metier_recommendation_auto,auto_ok,,6068 (100.0) | 6068 () | 6011 (),transport (100.0) | btp () | boucherie (),Entree CTTE (Camionnette) (100.0) | KIT POSE CARRELAGE () | BASSE COTE BOEUF (),"match exact article_source, source facture reelle, bonus metier, bonus TVA, bonus ape_context client, bonus meme invoice_form source, bonus metier prefere"
