article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
SAUCE GRAINE DE PALME PRAISE GRAND 12X800GR PAYS-BAS,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
SAUCE GRAINE DE PALME TROFAI GRAND 20X800G SENEGAL,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
SAUCE GRAINE DE PALME GRAND GHANAFRESH 12X800GR GHANA,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
EPINARD HACHE 12 X 795GR FRANCE,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
COURBINE 800/1200 10KG PRODI SENEGAL,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
PATED'ARACHIDEPCD12X500GR HOLLANDE,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
LAIT COCOAROY-D 12X1L ESPAGNE,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
CLEMENTINE ISRAEL,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
LAIT EN POUDRE NIDO 6X2.5KG ITALIE,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
RIZ 20KG PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
FRAMBOISE 12*125 G HCE MAROC (DRSC MRC C1),904981941,1,fr_bd_904981941:6ac0dd5e-6f4a-4723-8862-bbd5744c7f1d,607
FRAISE 1KG CEE ESPAGNE (NATURISSIME C1),904981941,1,fr_bd_904981941:6ac0dd5e-6f4a-4723-8862-bbd5744c7f1d,607
LIME CAT.1 CAL.42 BRESIL,904981941,1,fr_bd_904981941:6c0b086a-0365-496f-a2a9-9eb5e08f9f58,60620000
Piment Vert,904981941,1,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8,601
PATATE BLANCHE,904981941,1,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8,601
CHOU BLANC BELGIQUE 10KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
MANIOC COSTA RICA 18KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
SAMIAPIMENTLANGUE D'OISEAU 15X50G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
SAMIA PAPRIKA 15X100G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
SAMIA PERSIL ENTIER 15X30G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
SAMIAPOIVREBLANC MOULU15X100G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
PCD,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
ADJA1KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
EXETER CORNED BOEUF 340G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ LONG LOTUS 5X5KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ CAMBO LONG 5X5KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ CAM. CASSE X2 5X5KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
MAGGI CUBE COTE D'IVOIRE 100P,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ ETUVE INDICA 5KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
VIVA 6X1L,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
PINTON 380G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ CAMBO. LONG 10X1KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
RIZ ROND SPE.DESSERT10X1KG,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
SAMIA SAUCE SAMOURAT 12X330G,904981941,1,fr_bd_904981941:6f77902b-6648-4796-8d17-7136ade2f079,607
Electricité - Solde de vos précédentes factures,904981941,1,fr_bd_904981941:6f83285f-ec6e-4826-a505-7f932616c68d,6068
Electricité - Consommation (kWh) - Auto-releve,904981941,1,fr_bd_904981941:6f83285f-ec6e-4826-a505-7f932616c68d,6068
BARRACUDA tronc 3-5kg vrac x PF B107 DLUO 31/10/25 30KG_INDONESIE_12/2 Zone de péche OCEAN INDIEN FAO 57,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CAPITAINE vidé écaillé 1-2kg vrac x PF E21 E16 DLUO 31/10/25 20KG_YEMEN_28/4 Zone de péche OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CAPITAINE vidé écaillé 3-5kg vrac x PF E26 E18 DLUO 31/10/25 25KG_YEMEN_21/3 Zone de peche OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CREVETTE deco blanchie 10/20 scht x 300g VANNAMEI SH113 SH147 SH528 30SCHT_COOKSHRIMP_IND DLUO 31/12/25 Zone de péche ELEVE EN INDE,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CRABE DE MANGROVE coupé P scht x 1kg Madagascar CB6 12SCHT_MADAGASCAR_42/5 DLUO 31/12/24 Zone de péche OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
AIL et PERSIL coupé sachet x 250g 8SCHT_FRANCE_27/9 30/09/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CIBOULETTE coupée sachet x 250g 8SCHT_FRANCE_27/9 30/11/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
CORIANDRE coupé scht x 250gr 8SCHT_FRANCE_27/9 30/11/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
ECHALOTE coupée sachet x 250g 8SCHT_FRANCE_27/9 30/04/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
MENTHE coupée sachet x250g 8SCHT_FRANCE_27/9 30/11/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
PERSIL coupé sachet x 250g 8SCHT_FRANCE_27/9 30/11/26,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
PIMENT VEGETARIEN scht x 200g CL5 MADOUDOU 25SCHT_FRANCE_48/8 30/09/24,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
COURBINE NANKA vidée écaillée 600-800g vrac x PF CO25 CO46 10KG_GAMBIE_48/4 DLUO 02/08/25 Zone de péche ATLANTIQUE CENTRE EST,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
COURBINE-TAMBOUR RAYE VE 400-800g x 2.5kg YC2 MISTER TI 2SCHT_ARGENTINE_90/6 DLUO 14/09/24 Zone de péche OCEAN ATLANT FAO41,904981941,1,fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df,6011
NGAI NGAI CONGELE 25X500GR CAMEROUN,904981941,1,fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
BATAVIA SALADEX 12,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CHOUX VERT GROS,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CHOUX ROUGE GROS,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
ECOSSE,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
BETTERAVE S/VIDE12 X 5,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
COURGETTE BLANCHE,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CLEMENTINEOR SCHOEMAN,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
ORANGE NAVEL SAFPRO,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
ICEBERG X 10 PIECESALA LORFY,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CARDE,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
COMICE VRAC BELGIQUE X 90+ VRC UNO,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CONFERENCE VRAC BEL X 12.00 VERT 70/80,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
GALA POMME VRC SOLE 260+,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
GOLDEN PLATEAU PLT MYL 230+,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
GRANNY SMITH POMME VRAC 201+,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
REINETTE POMME VRC BOIS 136+,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
CHANTECLER POMME VRAC 136+,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
FRAISE X 10 BARQ X 500,904981941,1,fr_bd_904981941:71a73d08-117b-47a9-9dd6-10948c9057c9,6011
TOMATE GRAPPE HOLLANDE,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
CITRON JAUNE ARGENTINE,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
ARACHIDE FRAIS 5KG BENIN,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
PIMENT ANTILLAIS 4KG HOLLANDE,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
"FEUILLE DE MANIOC SAKA SAKA CONGELE (TAI YAT) 20X500GR CONGO,LA REPUBLIQUE DEMO",904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
NEMS AU POULETS 2KG FS FRANCE,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
COURBINE NANKA 500/800 10KG (WS) SENEGAL,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
RED BULL 24x250 AUTRICHE,904981941,1,fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
CUISSE DE POULET 10 KG,904981941,1,fr_bd_904981941:748f371e-dac9-4d86-9168-36466f1ee579,607
DATTE BARHI JORDANIE (5 SC C1),904981941,1,fr_bd_904981941:74b121ef-c45e-4ccf-8ffe-152b87f90cb5,601
GINGEMBRE 5KG BENIN,904981941,1,fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2,601
CLEMENTINE CLEMENMELE FEUILL CAT.1 CAL.2X BOIS MATOS PORTUGAL,904981941,1,fr_bd_904981941:79f95b1a-383b-4a17-a5af-95fc13a0f570,6073
ORANGE NEW HALL FEUILLE CAT.1 CAL.3/4 BOIS LUSOMEL PORTUGAL,904981941,1,fr_bd_904981941:79f95b1a-383b-4a17-a5af-95fc13a0f570,6073
PIMENT ANTILLAIS 2 KG MAROC,904981941,1,fr_bd_904981941:7a41f299-ffda-423e-885b-98d3307d6dab,6013
MANGUE MINGOLO 2KG REPUBLIQUE DOMINICAINE,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
JUSATTOT ROUGE MIX KOLA PETIT 6X 25CL FRANCE,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
PUREE DE PIMENT HOLALA FRANCE,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
BONBON GINGEMBRE X 12SENEGAL,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
BONBONANANAS X12SENEGAL,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
PATE DARACHIDE EXOJAUNE 100%12X500GR FRANCE,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
Article non spécifié (code 35401h),904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
GINGEMBRE MOULU 15X100GR SPIG FRANCE,904981941,1,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
MANIFOLD QUADRILLE EXAC 105X148 A6 DUPLI (1),904981941,1,fr_bd_904981941:7ae3b684-4b39-4844-b2b1-2a1692e35555,606100
POMMES FRANCE (GOLDEN 190/220 C1),904981941,1,fr_bd_904981941:7b9de45e-cde8-425c-801c-838f5ed97b36,607
FRAISE 1KG HCE MAROC (DRSC MRC C1),904981941,1,fr_bd_904981941:7b9de45e-cde8-425c-801c-838f5ed97b36,607
AIL 40 X 250 GR CHINE,904981941,1,fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
RIZ C2=>10 KG PERLEASIE CAMBODGE,904981941,1,fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
THE STARLING MIXTE 12X400GR FRANCE,904981941,1,fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
MANGUEAVION PEROU,904981941,1,fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
MANGUE AVION APPLE BRESIL,904981941,1,fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
COURGE BUTTERNUT 10 KG ESPAGNE,904981941,1,fr_bd_904981941:8138711a-e4fe-4d1e-a6c3-e9f0fefea868,60720000
HAWAI TROPICAL BOITE 33CL,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6068
HAWAI TROPICAL 2L PET,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6068
CRISTALI 50CL PET,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6068
SEL FIN 550G LA BALEINE,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6061
SEL FIN I0DE BV 500G CEREBO,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6061
ARO SEL FIN BV 750G,904981941,1,fr_bd_904981941:83d68eae-cfdb-4339-bd55-cadda9cc92e7,6061
CITRON VERT42 BRESIL,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
EDDOES TUCANO COSTA RICA,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
BANANE VERTE EQUATEUR,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
KAOLIN 5KG MALI,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
MANGUEAVION 1.5KG EGYPTE,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
RIZ C1 => 20KG DRAGON THAILANDE,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
LAURIER 20X20GR SPIG FRANCE (Régularisation),904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
POISSON CHAT CONGELE AQUA 3.2kg (GI) VIET NAM,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
MANGUE AVION MAYA ISRAEL,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
DATTES DEMI SECHES 12X1KG ALGERIE,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
GOYAVE 1.5KG EGYPTE,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
ALOE VERA ESPAGNE,904981941,1,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
MAGGI BOUILLON TABLETS SHRIMP (60X10G) 24PCS,904981941,1,fr_bd_904981941:88d6d368-018b-4e86-a548-17bb5eed36c4,601
TOMATE GRAPPE BELGIQUE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
NOUILLES INSTANTANEES BULDAK COREE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
HARICOT LINGOT BLANC 15X1KG ARGENTINE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
AIL MOULU 20X100GR SPIG FRANCE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
PIMENTANTILLAIS 4KG ITALIE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
HARICOT CORNILLE 15X1KG FRANCE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
RIZ C1=>5 X 5KG DRAGON THAILANDE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
RIZ C2=>20KG DRAGONTHAILANDE,904981941,1,fr_bd_904981941:88ee326a-db27-4b2e-b90f-62f2a676b420,607
Crispy Style Wings Halal Congelé FIN,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
Crispy Style Tenders Halal Congelé FIN,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
Wings Tex Mex Halal Congelé FIN,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
Cordon Bleu DDE 10Kg Halal Congelé FIN,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
Nuggets 10Kg Halal Congélé FIN,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
Poule PAC Fumée S/F Halal Congelée SARA,904981941,1,fr_bd_904981941:8abac6ee-72ab-4e1c-9357-8bf34439c839,607
TOMATE VRAC FLANDRIA BELGIQUE,904981941,1,fr_bd_904981941:8c720cd1-4a6a-436c-854b-aedba2884d6b,601
FONIO 12x 1kg MALI,904981941,1,fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
PLANTAIN 22K JOLANTHE COLOMBIE,904981941,1,fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
STEAK HACHE 4KG POLOGNE,904981941,1,fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
MAQUEREAU DES INDES ENTIER10KG YEMEN,904981941,1,fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
Consommation d'électricité - Période du 22/10/22 au 21/12/22 - Base - 7162 kWh,904981941,1,fr_bd_904981941:8e47684a-a4fc-4cc1-bfc1-e2408ddc023b,6061
Contribution Tarifaire d'Acheminement (CTA),904981941,1,fr_bd_904981941:8e47684a-a4fc-4cc1-bfc1-e2408ddc023b,6061
BANANE PLANTEUR CAT 1 ANTILLES,904981941,1,fr_bd_904981941:90673e14-73c4-42a2-9b2f-69fb2a6e5a1d,6011
CITRON VERT 4.5KG BRESIL,904981941,1,fr_bd_904981941:9196fb91-1f32-466c-9780-6fb65213e4e3,60110000
PETIT COLA TOGO,904981941,1,fr_bd_904981941:9196fb91-1f32-466c-9780-6fb65213e4e3,60110000
TILAPIA GV 500/800 CHINE (3.2kg Net) **10 COLIS MAX PAR CLIENT,904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
NEM POULET HALAL (6x(Scht 50Pcs=2 kg),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
PLANTAIN JAUNE COLOMBIE** AGRO FRESH**,904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
LAIT DE COCO AROY-D BRIQUE(12x1L,904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
PATE D'ARACHIDE BONMAFE BOCAL VERRE (12x500g,904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
EPINARDS HACHES 4/4(12x800g),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
HARICOT CORNILLE (15x1kg),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
FECULE DE POMME DE TERRE (12x1kg),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
BOUILLON JUMBO POULET (10x1kg),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
POULE FUMEE CONGELE HALAL FRANCE (8 Piéces Poid/variable),904981941,1,fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
Colafil 3/5 1x20kg,904981941,1,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5,601
Thioe / Merou 3/5 kg 1x20,904981941,1,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5,601
Vivaneau 3/5 25.kg,904981941,1,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5,601
poule doux 1200 1x10,904981941,1,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5,601
pulevera 1200x10,904981941,1,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5,601
CHARBON 3 KINGS PAYS-BAS,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6068
CHARBON GOLDEN RIVER FRANCE,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6068
AROMES DIVERS 3 LIONS X12 SENEGAL,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
BOUILLON VEGETA 12X500GR HONGRIE,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
SARDINE A L'HUILE ANNY 50X125GR MAROC,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
HUILE DE PALME KECOM 15X0.750 GUINEE,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
VITAMALT BOUTEILLE CLASSIC 24X33CL DANEMARK,904981941,1,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
NEMS POULET 50 pcs/scht x 2kg HALAL FOO SENG,904981941,1,fr_bd_904981941:97f26e53-2e74-4a2d-85d4-adcb3b6d4b28,6011
COURGETTE 9KG FRANCE,904981941,1,fr_bd_904981941:9a3c8c57-e613-46a3-a0c5-f4a716f4e6c9,601
CAROTTE Cal: 40 +10 KG FRANCE Lot: 46134 Cat :1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
CHOUX BLANC Cal:10 KG BELGIQUE Lot:45959 Cat:1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
AUBERGINE VIOLET Cal:5KG ESPAGNE Lot:46192 Cat:1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
POTIRON BUTTERNUT Cal: PORTUGAL Lot46135 Cat:1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
AIL VRAC TJAKKA Cal:10 KG CHINE Lot:46171 Cat1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
BANANE ANTILLAIS Cal: MARTINIQUE Lot : 46136 Cat : 1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
ALOE VERA Cal:5KG ESPAGNE Lot:46086 Cat:1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
AIL TJAKKA Cal:25x200 G CHINE Lot:46173 Cat1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
POIVRON ROUGE Cal:5KG ESPAGNE Lot46129 Cat1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
POIVRON VERT Cal:5 KG ESPAGNE Lot:45977 Cat:1,904981941,1,fr_bd_904981941:9c17c226-f376-489a-b132-23f791967348,601
CIVE X14CEBETTE EGYPTE,904981941,1,fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
DATTE SECHE 10X1KG BEIDAALGERIE,904981941,1,fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
CONFITURE MADD MIXTE 12X100GR SENEGAL,904981941,1,fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
RIZ 1KG X10 PERLEASIE CAMBODGE,904981941,1,fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
HUILEDETOURNESOLBINGOIL15X0.920LUKRAINE,904981941,1,fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
FIGUE BARBARIE 12 COBRAITALIE,904981941,1,fr_bd_904981941:a5d1c54f-b1bd-473c-b188-4f941f1b02b7,6068
KAKI CAL 20 FROG FRUIT,904981941,1,fr_bd_904981941:a5d1c54f-b1bd-473c-b188-4f941f1b02b7,6068
RAISIN RED GLOBE RAMPATI CAT.1 CAL.30/50 ITALIE,904981941,1,fr_bd_904981941:a5d1c54f-b1bd-473c-b188-4f941f1b02b7,6068
CHIRIMOYAANONE CAL.10 X 3KG ESPAGNE,904981941,1,fr_bd_904981941:a5d1c54f-b1bd-473c-b188-4f941f1b02b7,6068
"Cour de Bleu 2,5Kg 1x2",904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
"Nuggette 2,5Kg 1x2",904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
Tendus Poulet 2Kg 1x5,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
poule fumeé 1x8,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
riz comb perf 20.kg,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
chip banan 1x,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
DJAKATO 5KG BURKINA FASO,904981941,1,fr_bd_904981941:aa0d1118-6236-48a0-b804-469dce6ab9a6,6011
NEMSAU POULETS 2KG FS FRANCE,904981941,1,fr_bd_904981941:aa0d1118-6236-48a0-b804-469dce6ab9a6,6014
RIZ C1 => 20KG PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:aa0d1118-6236-48a0-b804-469dce6ab9a6,6013
RIZ 5KG X5 PERLEASIE CAMBODGE,904981941,1,fr_bd_904981941:aa0d1118-6236-48a0-b804-469dce6ab9a6,6013
BISCUIT MALIBAN GEM 30X200GR FRANCE,904981941,1,fr_bd_904981941:ad93ff6d-eee4-4df3-ad7b-67d2fbda246b,601
