article_source,normalized_label,invoice_count,line_occurrences,sample_account,already_in_base,partitions
POULET PAC HALAL 1300G - Origine : France - N° abattoir : 44.003.002,poulet pac halal 1300g origine france n abattoir 44 003 002,6,6,6011,False,fr_bd_903252617
Supreme+ 98,supreme 98,5,6,6061,False,fr_bd_792041840 | fr_bd_903252617
CORDON BLEU VOLAILLE HALAL1000G S/AT,cordon bleu volaille halal1000g s at,5,5,6011,False,fr_bd_903252617
ESCALOPE VOLAILLE MILANESE Halal ITALIEN - Origine : Italie - N°abattoir : IT 0851MCE,escalope volaille milanese halal italien origine italie n abattoir it 0851mce,5,5,601,False,fr_bd_903252617
FILET DINDE HALAL Import Origine: Italie N°abattoir IT021MCE,filet dinde halal import origine italie n abattoir it021mce,5,5,6011,False,fr_bd_903252617
GO 05 pompe,go 05 pompe,5,5,6068,False,fr_bd_903252617
IT-Venezia OL,it venezia ol,5,5,60610000,False,fr_bd_844858571
Internet garanti,internet garanti,5,5,606100,False,fr_bd_903252617
Prestations de services.,prestations de services,5,5,606200,False,fr_bd_509118329
Protect Avancé,protect avance,5,5,606100,False,fr_bd_842785719
Repas complet,repas complet,5,5,606100,False,fr_bd_844858571
SAC MATIERE RECYCLEE PDB,sac matiere recyclee pdb,5,5,607,False,fr_bd_509118329 | fr_bd_842785719
SAUCISSE VOLAILLE Herbes Halal S/AT,saucisse volaille herbes halal s at,5,5,6011,False,fr_bd_903252617
WE-Rio de Janeiro Espr,we rio de janeiro espr,5,5,60610000,False,fr_bd_844858571
Désignation non spécifiée,designation non specifiee,4,12,606100,False,fr_bd_903252617
Internet Mobile 50Go Eco,internet mobile 50go eco,4,9,6068,False,fr_bd_842785719
Internet Mobile 1Go Eco,internet mobile 1go eco,4,7,6068,False,fr_bd_842785719
DALLE PORTÉE finition hélicoptére,dalle portee finition helicoptere,4,6,6063,False,fr_bd_903252617
COLLIER BASSE COTE - ORIGINE : BELGIQUE - BLANC BLEU BELGE - VACHE,collier basse cote origine belgique blanc bleu belge vache,4,5,6011,False,fr_bd_903252617
COULAGE PH RDC,coulage ph rdc,4,5,6063,False,fr_bd_903252617
4 nuits à Perpignan,4 nuits a perpignan,4,4,6062,False,fr_bd_844858571
AGNEAU - VIANDE HALLAL - AGNEAU MOINS DE 12 M - ORIGINE : ROYAUME-UNI,agneau viande hallal agneau moins de 12 m origine royaume uni,4,4,6011,False,fr_bd_903252617
AILE POULET HALAL BLANC BELGE - N°abattoir:BE E2039 EG - Origine:Belgique,aile poulet halal blanc belge n abattoir be e2039 eg origine belgique,4,4,6011,False,fr_bd_903252617
Abonnements souscrits auprès de tiers,abonnements souscrits aupres de tiers,4,4,606100,False,fr_bd_842785719
Achat carte bancaire,achat carte bancaire,4,4,606100,False,fr_bd_844858571 | fr_bd_903252617
Acrobat Pro,acrobat pro,4,4,606800,False,fr_bd_842785719
BPS C25/30 CEMI SR5+Cv D20 S3 XF1,bps c25 30 cemi sr5 cv d20 s3 xf1,4,4,6063,False,fr_bd_903252617
CORDON BLEU VOLAILLE HALAL 1000G S/AT - Origine : France - N° abattoir : 56.109.001,cordon bleu volaille halal 1000g s at origine france n abattoir 56 109 001,4,4,6071,False,fr_bd_903252617
COULAGE DALLE BETON Finition hélicoptére,coulage dalle beton finition helicoptere,4,4,606200,False,fr_bd_903252617
CUTTER STANDARD 18MM AVEC 3 LAMES NOIR,cutter standard 18mm avec 3 lames noir,4,4,606200,False,fr_bd_842785719
Carburant SP98,carburant sp98,4,4,606300,False,fr_bd_844858571 | fr_bd_903252617
Contribution Tarifaire d'Acheminement,contribution tarifaire d acheminement,4,4,6061,False,fr_bd_842785719 | fr_bd_903252617
DEMONTAGE et REMONTAGE,demontage et remontage,4,4,606200,False,fr_bd_903252617
DIESEL B10,diesel b10,4,4,60610000,False,fr_bd_844858571 | fr_bd_903252617
Essai de contrôle sur un micropieu de l'ouvrage selon EC7,essai de controle sur un micropieu de l ouvrage selon ec7,4,4,6063,False,fr_bd_842785719
"FILET DINDE HALAL * 10 KG FRANCE, Origine : France, N°abattoir :FR49.063.001CE",filet dinde halal 10 kg france origine france n abattoir fr49 063 001ce,4,4,6071,False,fr_bd_903252617
FILET POULET HALAL * 10 KG S/AT BELGE - Origine : Belgique - N°abattoir:BE E2039 EG,filet poulet halal 10 kg s at belge origine belgique n abattoir be e2039 eg,4,4,601,False,fr_bd_903252617
FORFAIT - MISE A DISPOSITION POMPE A BÉTON,forfait mise a disposition pompe a beton,4,4,606200,False,fr_bd_903252617
Forfait Pro 200Go 5G Av. Smartphone,forfait pro 200go 5g av smartphone,4,4,6068,False,fr_bd_842785719
Fourniture d'électricité,fourniture d electricite,4,4,6061,False,fr_bd_842785719
GESIER DE POULET BELGE,gesier de poulet belge,4,4,6011,False,fr_bd_903252617
GO (Carburant),go carburant,4,4,606300,False,fr_bd_903252617
ISOCOL MORTIER SAC 25 KG,isocol mortier sac 25 kg,4,4,6062,False,fr_bd_842785719
MANCHE DE BALAI COCO PIN DOUILLE PLASTIQUE 120/24,manche de balai coco pin douille plastique 120 24,4,4,606200,False,fr_bd_842785719
MISE A DISPOSITION < COULAGE / SCIAGE > Forfait 2 ouvriers / jours,mise a disposition coulage sciage forfait 2 ouvriers jours,4,4,606200,False,fr_bd_903252617
MOLETTE HUS CARBUREX84 FORF/JR,molette hus carburex84 forf jr,4,4,6063,False,fr_bd_903252617
PLAT - VACHE - BLANC BLEU BELGE - ORIGINE:BELGIQUE,plat vache blanc bleu belge origine belgique,4,4,6011,False,fr_bd_903252617
PLUS DIVERS,plus divers,4,4,606200,False,fr_bd_903252617
POMME DE TERRE SOUS VIDE,pomme de terre sous vide,4,4,6011,False,fr_bd_903252617
POULET PAC HALAL1200G,poulet pac halal1200g,4,4,6011,False,fr_bd_903252617
POULET PACHALAL,poulet pachalal,4,4,6011,False,fr_bd_903252617
Sac a gravat tissé 60x100cm paquet de 10 pièces,sac a gravat tisse 60x100cm paquet de 10 pieces,4,4,6063,False,fr_bd_842785719 | fr_bd_879788230
Sandwich kebab,sandwich kebab,4,4,606100,False,fr_bd_842785719
TERRE,terre,4,4,6068,False,fr_bd_842785719
Travaux de terrassement et étanchéité de la zone comportant des infiltrations d'eau,travaux de terrassement et etancheite de la zone comportant des infiltrations d eau,4,4,6063,False,fr_bd_792041840
VEAU COEUR ORIGINE :FRANCE TRACE:0000001 N°ABT:FR,veau coeur origine france trace 0000001 n abt fr,4,4,6011,False,fr_bd_903252617
cafe,cafe,4,4,606100,False,fr_bd_844858571 | fr_bd_903252617
PALETTE LUSSIANA,palette lussiana,3,12,6063,False,fr_bd_842785719
Forfait Mobile 5G Illimité,forfait mobile 5g illimite,3,6,6068,False,fr_bd_842785719
COULAGE PARKING S/SOL,coulage parking s sol,3,5,60620000,False,fr_bd_903252617
EXACOMPTA,exacompta,3,5,60610000,False,fr_bd_903252617
Passerelle,passerelle,3,5,607,False,fr_bd_914837463
vanne thermostatique connectée,vanne thermostatique connectee,3,5,607,False,fr_bd_914837463
COULAGE DALLAGE,coulage dallage,3,4,6063,False,fr_bd_903252617
"Collier basse côte, Vache, Blanc Bleu Belge, Origine: Belgique",collier basse cote vache blanc bleu belge origine belgique,3,4,6011,False,fr_bd_903252617
Coulage PH R-1 ( finition hélicoptére ),coulage ph r 1 finition helicoptere,3,4,6063,False,fr_bd_903252617
RAMPE (FORFAITAIRE),rampe forfaitaire,3,4,6068,False,fr_bd_903252617
"TECHNOCE CEM II/B-LL 32,5R 25KG COU",technoce cem ii b ll 32 5r 25kg cou,3,4,6021,False,fr_bd_842785719
Taxe de Séjour,taxe de sejour,3,4,6062,False,fr_bd_844858571 | fr_bd_903252617
4 nuits à Lorient,4 nuits a lorient,3,3,6062,False,fr_bd_844858571
AGNEAU FRESSURE ORIGINE :FRANCE TRACE:0000001 N°ABT: FR,agneau fressure origine france trace 0000001 n abt fr,3,3,6011,False,fr_bd_903252617
ALOYAU MILIEU TRAIN - VACHE - BLANC BLEU BELGE - ORIGINE:BELGIQUE,aloyau milieu train vache blanc bleu belge origine belgique,3,3,6011,False,fr_bd_903252617
ARRIERE 8 COTES - ORIGINE:BELGIQUE - VACHE BLANC BLEU BELGE,arriere 8 cotes origine belgique vache blanc bleu belge,3,3,6011,False,fr_bd_903252617
"Abonnements, options et services télécoms",abonnements options et services telecoms,3,3,6062,False,fr_bd_842785719
Achat divers - Ticket de caisse,achat divers ticket de caisse,3,3,606800,False,fr_bd_844858571 | fr_bd_903252617
Achat non détaillé,achat non detaille,3,3,606,False,fr_bd_844858571 | fr_bd_903252617
Amenée-repli de l'atelier de forage des micropieux,amenee repli de l atelier de forage des micropieux,3,3,6063,False,fr_bd_842785719
Amenée-repli de l'atelier de l'injection,amenee repli de l atelier de l injection,3,3,6063,False,fr_bd_842785719
Armature de poteau hauteur d'étage dimension 10cmx10cm 4HA10 avec cadre HA5 espacement variable longueur 3m réf PN41010X10,armature de poteau hauteur d etage dimension 10cmx10cm 4ha10 avec cadre ha5 espacement variable longueur 3m ref pn41010x10,3,3,6061,False,fr_bd_842785719
BASSE SANS POITRINE VEAU-8M VIANDE HALLAL ORIGINE : PAYS-BAS,basse sans poitrine veau 8m viande hallal origine pays bas,3,3,6011,False,fr_bd_903252617
BIG BAG VIDE 1.T400,big bag vide 1 t400,3,3,6061,False,fr_bd_842785719
BLOC DE FOIE GRAS CANARD 290 Gr HALAL,bloc de foie gras canard 290 gr halal,3,3,6011,False,fr_bd_903252617
CABLE d*accélérateur (=10508) 140g,cable d accelerateur 10508 140g,3,3,606200,False,fr_bd_903252617
CASQ CHANTIER RB40 BLC T53-61CM,casq chantier rb40 blc t53 61cm,3,3,6064,False,fr_bd_842785719
CONTRIBUTION CARBONE,contribution carbone,3,3,6063,False,fr_bd_903252617
CONTRIBUTION ENVIRONNEMENTALE,contribution environnementale,3,3,6063,False,fr_bd_903252617
COULAGE PLANCHER FORFAIT,coulage plancher forfait,3,3,606200,False,fr_bd_903252617
CUISSE POULET Desosse*10 KG BELGE Origine:Belgique Nabattoir:BE E2039EG,cuisse poulet desosse 10 kg belge origine belgique nabattoir be e2039eg,3,3,607,False,fr_bd_903252617
CUISSE POULET HALAL*10KG BELGE Origine:Belgique,cuisse poulet halal 10kg belge origine belgique,3,3,6011,False,fr_bd_903252617
Carburant SP95E10,carburant sp95e10,3,3,606300,False,fr_bd_903252617
Coca cola zéro c 33 cl,coca cola zero c 33 cl,3,3,606100,False,fr_bd_842785719
Contribution Tarifaire d'Acheminement électricité (CTA),contribution tarifaire d acheminement electricite cta,3,3,6061,False,fr_bd_842785719
Contribution au Service Public de l'Electricité,contribution au service public de l electricite,3,3,6061,False,fr_bd_903252617
Dépose et repose cheminement de cables,depose et repose cheminement de cables,3,3,6061,False,fr_bd_842785719
Dépose et repose de luminaires au dessus des acces,depose et repose de luminaires au dessus des acces,3,3,6061,False,fr_bd_842785719
Dépose et repose de luminaires plafond des porches,depose et repose de luminaires plafond des porches,3,3,6061,False,fr_bd_842785719
Dépose et repose des anémométres pour store,depose et repose des anemometres pour store,3,3,6061,False,fr_bd_842785719
Dépose et repose des enceintes de sono,depose et repose des enceintes de sono,3,3,6061,False,fr_bd_842785719
ECO CONTRIBUTION VALOBAT 0805017 ROBINETTERIE ET MESURE CHAUFFAGE,eco contribution valobat 0805017 robinetterie et mesure chauffage,3,3,6063,False,fr_bd_509118329
ECO PARTICIPATION PMCB BPE,eco participation pmcb bpe,3,3,6063,False,fr_bd_903252617
Electricité,electricite,3,3,6061,False,fr_bd_842785719
FACTURE 276038,facture 276038,3,3,607,False,fr_bd_903252617
FILTRE A AIR,filtre a air,3,3,606200,False,fr_bd_844858571 | fr_bd_903252617
Fo et pose d'un coffret d'installation électrique provisoire,fo et pose d un coffret d installation electrique provisoire,3,3,6061,False,fr_bd_842785719
"Fo et pose de cable 3G2,5",fo et pose de cable 3g2 5,3,3,6061,False,fr_bd_842785719
Fo et pose de cäble 3G6,fo et pose de cable 3g6,3,3,6061,False,fr_bd_842785719
Fo et pose de cäble 5G16,fo et pose de cable 5g16,3,3,6061,False,fr_bd_842785719
Fo et pose de fourreau diamétre 25,fo et pose de fourreau diametre 25,3,3,6061,False,fr_bd_842785719
Fo et pose de fourreau diamétre 40,fo et pose de fourreau diametre 40,3,3,6061,False,fr_bd_842785719
Fo et pose de grosse boites de dérivation,fo et pose de grosse boites de derivation,3,3,6061,False,fr_bd_842785719
Fourniture des outils de forage perdus,fourniture des outils de forage perdus,3,3,6063,False,fr_bd_842785719
Fourniture et mise en œuvre des platines de scellement 20*20_e=20mm,fourniture et mise en uvre des platines de scellement 20 20 e 20mm,3,3,6063,False,fr_bd_842785719
GO (Gazole),go gazole,3,3,606100,False,fr_bd_903252617
Gant manutention générale - milieu humide - tous travaux - taille 8 Novipro,gant manutention generale milieu humide tous travaux taille 8 novipro,3,3,6063,False,fr_bd_842785719
HEURE MAIN D'CEUVRE,heure main d ceuvre,3,3,606,False,fr_bd_903252617
Huile Moteur 15W40,huile moteur 15w40,3,3,6063,False,fr_bd_903252617
Jour de location,jour de location,3,3,6063,False,fr_bd_844858571
LAVAGE OFFERT,lavage offert,3,3,606200,False,fr_bd_792041840 | fr_bd_844858571
MISE A DISPOSITION < REGIE > Forfait 2 ouvriers / jours,mise a disposition regie forfait 2 ouvriers jours,3,3,606200,False,fr_bd_903252617
MO - Nicaragua OL,mo nicaragua ol,3,3,60610000,False,fr_bd_844858571
Mensualité de votre facilité de paiement pour votre équipement,mensualite de votre facilite de paiement pour votre equipement,3,3,606100,False,fr_bd_842785719
Option 5G,option 5g,3,3,606100,False,fr_bd_842785719
PETITES FOURNITURES,petites fournitures,3,3,6068,False,fr_bd_792041840 | fr_bd_844858571
PLIAGE ALUMINIUM 10/10 ANODISE + PERFO (DETAIL 5) Long : 2000 Dev : 320,pliage aluminium 10 10 anodise perfo detail 5 long 2000 dev 320,3,3,6062,False,fr_bd_842785719
POULET Label Rouge HALAL - Origine : France - N° abattoir : 56.017.001,poulet label rouge halal origine france n abattoir 56 017 001,3,3,601,False,fr_bd_903252617
POULET PAC HALAL 1100G,poulet pac halal 1100g,3,3,6011,False,fr_bd_903252617
"POULET PAC HALAL 1300G, N°abattoir : 44.003.002, Origine : France",poulet pac halal 1300g n abattoir 44 003 002 origine france,3,3,6071,False,fr_bd_903252617
POULET PAC HALAL 1400 Gr,poulet pac halal 1400 gr,3,3,6011,False,fr_bd_903252617
POULET PAC HALAL1400 Gr,poulet pac halal1400 gr,3,3,6011,False,fr_bd_903252617
Protection vol et collision,protection vol et collision,3,3,6063,False,fr_bd_844858571
RECYCLAGE DECHETS,recyclage dechets,3,3,606200,False,fr_bd_844858571 | fr_bd_903252617
Redevance OTC,redevance otc,3,3,6068,False,fr_bd_509118329 | fr_bd_844858571
Remise pro 7€/mois pdt 12 mois Livebox Pro Fibre,remise pro 7 mois pdt 12 mois livebox pro fibre,3,3,6061,False,fr_bd_842785719
Réalisation de la Mission G3,realisation de la mission g3,3,3,6063,False,fr_bd_842785719
Réalisation de réseaux enterrés pour passage de câbles,realisation de reseaux enterres pour passage de cables,3,3,6062,False,fr_bd_792041840
Supreme+SP98,supreme sp98,3,3,6068,False,fr_bd_792041840 | fr_bd_844858571
TA-E 80X60 W0 GOUL DISTRI AU METRE,ta e 80x60 w0 goul distri au metre,3,3,60610000,False,fr_bd_844858571
TERRE GRAVAT,terre gravat,3,3,6068,False,fr_bd_842785719
Thermostat connecté,thermostat connecte,3,3,607,False,fr_bd_914837463
Travaux de sous-traitance - électricité,travaux de sous traitance electricite,3,3,6041,False,fr_bd_842785719
Travaux exécutés - Sous-traitance,travaux executes sous traitance,3,3,604,False,fr_bd_842785719
VANNE EGR,vanne egr,3,3,6068,False,fr_bd_844858571 | fr_bd_903252617
VEAU COEUR ORIGINE:FRANCE TRACE:0000001NABT:FR,veau coeur origine france trace 0000001nabt fr,3,3,6011,False,fr_bd_903252617
VIS 5x10 poulie tal.(5382080=164412)wur,vis 5x10 poulie tal 5382080 164412 wur,3,3,606200,False,fr_bd_903252617
WE-Istanbul Espresso,we istanbul espresso,3,3,60610000,False,fr_bd_844858571
WHISKY JB 40D 1L,whisky jb 40d 1l,3,3,6068,False,fr_bd_903252617
PALETTE EQIOM GRANULATS,palette eqiom granulats,2,7,6063,False,fr_bd_842785719
(03/05/2023) Coulage PH RDC BAT 11,03 05 2023 coulage ph rdc bat 11,2,4,6063,False,fr_bd_903252617
DALLAGE finition hélicoptére,dallage finition helicoptere,2,4,606200,False,fr_bd_903252617
ECO PARTICAPATION 0.001,eco particapation 0 001,2,4,6061,False,fr_bd_842785719
Essai / vérification de bon fonctionnement,essai verification de bon fonctionnement,2,4,6061,False,fr_bd_842785719
FILET DINDE HALAL S/V FR,filet dinde halal s v fr,2,4,6061,False,fr_bd_509118329
PAREX MAITE BLANC SAC DE 25 KG (PAL 48),parex maite blanc sac de 25 kg pal 48,2,4,6061,False,fr_bd_842785719
PLT LR PAC JN S/F 1.7+ MC,plt lr pac jn s f 1 7 mc,2,4,60110000,False,fr_bd_903252617
Thermostat,thermostat,2,4,60620000,False,fr_bd_914837463
WEBER THERM XM 25 KG,weber therm xm 25 kg,2,4,6061,False,fr_bd_842785719
Anémométre pour store - suivant CCTP,anemometre pour store suivant cctp,2,3,6068,False,fr_bd_842785719
BALAI COCO 29CM A VIS NOVIPRO,balai coco 29cm a vis novipro,2,3,6063,False,fr_bd_842785719
BLOC CRX CH VRT CE NF 500X200X200,bloc crx ch vrt ce nf 500x200x200,2,3,6021,False,fr_bd_842785719
CUISSE POULET Label Rouge Halal Blanche - Origine France - N°abattoir : 56.017.001,cuisse poulet label rouge halal blanche origine france n abattoir 56 017 001,2,3,601,False,fr_bd_903252617
ECO CONTRIBUTION SOPREMA,eco contribution soprema,2,3,6068,False,fr_bd_842785719
FORFAIT - MISE A DISPOSITION POMPE A BETON - F/éche 28 m,forfait mise a disposition pompe a beton f eche 28 m,2,3,6063,False,fr_bd_903252617
FRITES,frites,2,3,60610000,False,fr_bd_844858571 | fr_bd_903252617
GRAVE 0/10 MM BIG BAG 3/4M3,grave 0 10 mm big bag 3 4m3,2,3,6021,False,fr_bd_842785719
MANCHE BALAI VIS ET ATTACHE PLASTIQ,manche balai vis et attache plastiq,2,3,6063,False,fr_bd_842785719
MOmor,momor,2,3,6068,False,fr_bd_842785719
PH S/SOL BAT 2,ph s sol bat 2,2,3,6063,False,fr_bd_903252617
Réalisation de plancher béton à MANTES LA JOLIE,realisation de plancher beton a mantes la jolie,2,3,606200,False,fr_bd_903252617
(05/05/2023) Coulage PH RDC BAT 11,05 05 2023 coulage ph rdc bat 11,2,2,6063,False,fr_bd_903252617
(12/05/2023) Coulage PH R+2 BAT 8,12 05 2023 coulage ph r 2 bat 8,2,2,6063,False,fr_bd_903252617
(19/05/2023) Coulage PH R+1 BAT 14,19 05 2023 coulage ph r 1 bat 14,2,2,6063,False,fr_bd_903252617
(23/05/2023) Coulage PH RDC BAT 10,23 05 2023 coulage ph rdc bat 10,2,2,6063,False,fr_bd_903252617
(31/05/2023) Coulage PH R+2 BAT 6,31 05 2023 coulage ph r 2 bat 6,2,2,6063,False,fr_bd_903252617
01/12/2023 COULAGE PLANCHER,01 12 2023 coulage plancher,2,2,6063,False,fr_bd_903252617
1PX LOT 10 TUBE TULIPE IRL D16 GRIS 2.4M,1px lot 10 tube tulipe irl d16 gris 2 4m,2,2,60620000,False,fr_bd_844858571
4 nuits a Charleville-Mézieres,4 nuits a charleville mezieres,2,2,6062,False,fr_bd_844858571
4 nuits a Mauléon,4 nuits a mauleon,2,2,606200,False,fr_bd_844858571
4 nuits à Laigneville,4 nuits a laigneville,2,2,606200,False,fr_bd_844858571
4 nuits à Liancourt,4 nuits a liancourt,2,2,606300,False,fr_bd_844858571
ADH PVC ORANGE NOVIPRO (3) 33MX50MM,adh pvc orange novipro 3 33mx50mm,2,2,6068,False,fr_bd_842785719
AGNEAU FRESSURE ORIGINE:FRANCE,agneau fressure origine france,2,2,6011,False,fr_bd_903252617
AGNEAU FRESSURE ORIGINE:FRANCE TRACE:0000001N°ABT:FR,agneau fressure origine france trace 0000001n abt fr,2,2,6011,False,fr_bd_903252617
AGNEAU FRESSURE ORIGINE:ROYAUME-UNI TRACE : 0000001 N ABT :UK,agneau fressure origine royaume uni trace 0000001 n abt uk,2,2,601,False,fr_bd_903252617
"AGNEAU, ORIGINE : ROYAUME-UNI, VIANDE HALLAL, AGNEAU MOINS DE 12 M",agneau origine royaume uni viande hallal agneau moins de 12 m,2,2,6011,False,fr_bd_903252617
ALFFREUDE 20 pcs Kit Demontage Autoradio Outil de Démontage Voiture Autoradio Outil de Suppression de Radio avec Sac de Rangement pour Radio Navi,alffreude 20 pcs kit demontage autoradio outil de demontage voiture autoradio outil de suppression de radio avec sac de rangement pour radio navi,2,2,60630000,False,fr_bd_844858571
AMPOULE,ampoule,2,2,606200,False,fr_bd_509118329
APPLICATEUR LUKO AVEC 3 EPONGES UN BAC = ENVIRON 250 M2,applicateur luko avec 3 eponges un bac environ 250 m2,2,2,6063,False,fr_bd_842785719
ARMAT POT 10X10 4HA10 E VAR 3M,armat pot 10x10 4ha10 e var 3m,2,2,6062,False,fr_bd_842785719
ARO CONCENTRE TOMA 4/4,aro concentre toma 4 4,2,2,6061,False,fr_bd_509118329
ARRIERETRAITE 8 COTES - BLANC BLEU BELGE VACHE,arrieretraite 8 cotes blanc bleu belge vache,2,2,6011,False,fr_bd_903252617
Abonnements à des services via Internet+ : 5 débits,abonnements a des services via internet 5 debits,2,2,606100,False,fr_bd_842785719
Accise sur l'électricité,accise sur l electricite,2,2,606100,False,fr_bd_842785719
Achat carburant / station-service,achat carburant station service,2,2,606800,False,fr_bd_844858571 | fr_bd_903252617
